year,from_country,to_country,points
2010,Sweden,Belarus,0
2010,Sweden,United Kingdom,0
2011,Sweden,Azerbaijan,3
2011,Sweden,Italy,0
2011,Sweden,Sweden,0
2011,Sweden,Ukraine,2
2011,Sweden,Denmark,10
2011,Sweden,Bosnia and Herzegovina,8
2011,Sweden,Greece,0
2011,Sweden,Republic of Ireland,12
2011,Sweden,Georgia,0
2011,Sweden,Germany,6
2011,Sweden,United Kingdom,0
2011,Sweden,Moldova,0
2011,Sweden,Slovenia,0
2011,Sweden,Serbia,0
2011,Sweden,France,0
2011,Sweden,Russia,0
2011,Sweden,Romania,0
2011,Sweden,Austria,4
2011,Sweden,Lithuania,0
2011,Sweden,Iceland,1
2011,Sweden,Finland,7
2011,Sweden,Hungary,5
2011,Sweden,Spain,0
2011,Sweden,Estonia,0
2011,Sweden,Switzerland,0
2012,Sweden,Sweden,0
2012,Sweden,Russia,7
2012,Sweden,Serbia,10
2012,Sweden,Azerbaijan,0
2012,Sweden,Albania,1
2012,Sweden,Estonia,8
2012,Sweden,Turkey,6
2012,Sweden,Germany,0
2012,Sweden,Italy,0
2012,Sweden,Spain,4
2012,Sweden,Moldova,0
2012,Sweden,Romania,0
2012,Sweden,North Macedonia,0
2012,Sweden,Lithuania,0
2012,Sweden,Ukraine,0
2012,Sweden,Cyprus,12
2012,Sweden,Greece,0
2012,Sweden,Bosnia and Herzegovina,0
2012,Sweden,Republic of Ireland,5
2012,Sweden,Iceland,0
2012,Sweden,Malta,0
2012,Sweden,France,2
2012,Sweden,Denmark,0
2012,Sweden,Hungary,0
2012,Sweden,United Kingdom,0
2012,Sweden,Norway,3
2013,Sweden,Denmark,10
2013,Sweden,Azerbaijan,0
2013,Sweden,Ukraine,0
2013,Sweden,Norway,12
2013,Sweden,Russia,5
2013,Sweden,Greece,0
2013,Sweden,Italy,0
2013,Sweden,Malta,0
2013,Sweden,Netherlands,8
2013,Sweden,Hungary,3
2013,Sweden,Moldova,0
2013,Sweden,Belgium,7
2013,Sweden,Romania,4
2013,Sweden,Sweden,0
2013,Sweden,Georgia,0
2013,Sweden,Belarus,0
2013,Sweden,Iceland,6
2013,Sweden,Armenia,0
2013,Sweden,United Kingdom,1
2013,Sweden,Estonia,0
2013,Sweden,Germany,0
2013,Sweden,Lithuania,0
2013,Sweden,France,0
2013,Sweden,Finland,0
2013,Sweden,Spain,0
2013,Sweden,Republic of Ireland,2
2014,Sweden,Austria,12
2014,Sweden,Netherlands,10
2014,Sweden,Sweden,0
2014,Sweden,Armenia,5
2014,Sweden,Hungary,7
2014,Sweden,Ukraine,0
2014,Sweden,Russia,0
2014,Sweden,Norway,3
2014,Sweden,Denmark,8
2014,Sweden,Spain,0
2014,Sweden,Finland,6
2014,Sweden,Romania,0
2014,Sweden,Switzerland,0
2014,Sweden,Poland,2
2014,Sweden,Iceland,4
2014,Sweden,Belarus,0
2014,Sweden,United Kingdom,0
2014,Sweden,Germany,0
2014,Sweden,Montenegro,0
2014,Sweden,Greece,0
2014,Sweden,Italy,0
2014,Sweden,Azerbaijan,0
2014,Sweden,Malta,0
2014,Sweden,San Marino,0
2014,Sweden,Slovenia,0
2014,Sweden,France,1
2015,Sweden,Sweden,0
2015,Sweden,Russia,6
2015,Sweden,Italy,8
2015,Sweden,Belgium,10
2015,Sweden,Australia,12
2015,Sweden,Latvia,5
2015,Sweden,Estonia,3
2015,Sweden,Norway,7
2015,Sweden,Israel,4
2015,Sweden,Serbia,0
2015,Sweden,Georgia,0
2015,Sweden,Azerbaijan,0
2015,Sweden,Montenegro,2
2015,Sweden,Slovenia,1
2015,Sweden,Romania,0
2015,Sweden,Armenia,0
2015,Sweden,Albania,0
2015,Sweden,Lithuania,0
2015,Sweden,Greece,0
2015,Sweden,Hungary,0
2015,Sweden,Spain,0
2015,Sweden,Cyprus,0
2015,Sweden,Poland,0
2015,Sweden,United Kingdom,0
2015,Sweden,France,0
2015,Sweden,Austria,0
2015,Sweden,Germany,0
2016,Sweden,Ukraine,7
2016,Sweden,Australia,24
2016,Sweden,Russia,14
2016,Sweden,Bulgaria,4
2016,Sweden,Sweden,0
2016,Sweden,France,11
2016,Sweden,Armenia,4
2016,Sweden,Poland,10
2016,Sweden,Lithuania,8
2016,Sweden,Belgium,0
2016,Sweden,Netherlands,7
2016,Sweden,Malta,7
2016,Sweden,Austria,5
2016,Sweden,Israel,0
2016,Sweden,Latvia,0
2016,Sweden,Italy,0
2016,Sweden,Azerbaijan,10
2016,Sweden,Serbia,0
2016,Sweden,Hungary,0
2016,Sweden,Georgia,0
2016,Sweden,Cyprus,0
2016,Sweden,Spain,2
2016,Sweden,Croatia,0
2016,Sweden,United Kingdom,0
2016,Sweden,Czech Republic,3
2016,Sweden,Germany,0
2017,Sweden,Portugal,22
2017,Sweden,Bulgaria,14
2017,Sweden,Moldova,16
2017,Sweden,Belgium,13
2017,Sweden,Sweden,0
2017,Sweden,Italy,7
2017,Sweden,Romania,3
2017,Sweden,Hungary,4
2017,Sweden,Australia,10
2017,Sweden,Norway,6
2017,Sweden,Netherlands,3
2017,Sweden,France,0
2017,Sweden,Croatia,2
2017,Sweden,Azerbaijan,0
2017,Sweden,United Kingdom,0
2017,Sweden,Austria,4
2017,Sweden,Belarus,0
2017,Sweden,Armenia,0
2017,Sweden,Greece,0
2017,Sweden,Denmark,5
2017,Sweden,Cyprus,2
2017,Sweden,Poland,5
2017,Sweden,Israel,0
2017,Sweden,Ukraine,0
2017,Sweden,Germany,0
2017,Sweden,Spain,0
2018,Sweden,Israel,17
2018,Sweden,Cyprus,16
2018,Sweden,Austria,12
2018,Sweden,Germany,6
2018,Sweden,Italy,0
2018,Sweden,Czech Republic,3
2018,Sweden,Sweden,0
2018,Sweden,Estonia,0
2018,Sweden,Denmark,12
2018,Sweden,Moldova,0
2018,Sweden,Albania,0
2018,Sweden,Lithuania,7
2018,Sweden,France,5
2018,Sweden,Bulgaria,6
2018,Sweden,Norway,10
2018,Sweden,Republic of Ireland,4
2018,Sweden,Ukraine,0
2018,Sweden,Netherlands,1
2018,Sweden,Serbia,0
2018,Sweden,Australia,8
2018,Sweden,Hungary,0
2018,Sweden,Slovenia,0
2018,Sweden,Spain,0
2018,Sweden,United Kingdom,0
2018,Sweden,Finland,9
2018,Sweden,Portugal,0
2019,Sweden,Netherlands,18
2019,Sweden,Italy,12
2019,Sweden,Russia,3
2019,Sweden,Switzerland,11
2019,Sweden,Sweden,0
2019,Sweden,Norway,16
2019,Sweden,North Macedonia,2
2019,Sweden,Azerbaijan,8
2019,Sweden,Australia,11
2019,Sweden,Iceland,8
2019,Sweden,Czech Republic,1
2019,Sweden,Denmark,7
2019,Sweden,Cyprus,7
2019,Sweden,Malta,2
2019,Sweden,Slovenia,0
2019,Sweden,France,0
2019,Sweden,Albania,0
2019,Sweden,Serbia,0
2019,Sweden,San Marino,0
2019,Sweden,Estonia,10
2019,Sweden,Greece,0
2019,Sweden,Spain,0
2019,Sweden,Israel,0
2019,Sweden,Belarus,0
2019,Sweden,Germany,0
2019,Sweden,United Kingdom,0
2021,Sweden,Italy,13
2021,Sweden,France,12
2021,Sweden,Switzerland,10
2021,Sweden,Iceland,17
2021,Sweden,Ukraine,12
2021,Sweden,Finland,12
2021,Sweden,Malta,14
2021,Sweden,Lithuania,7
2021,Sweden,Russia,3
2021,Sweden,Greece,0
2021,Sweden,Bulgaria,0
2021,Sweden,Portugal,0
2021,Sweden,Moldova,0
2021,Sweden,Sweden,0
2021,Sweden,Serbia,1
2021,Sweden,Cyprus,0
2021,Sweden,Israel,4
2021,Sweden,Norway,10
2021,Sweden,Belgium,1
2021,Sweden,Azerbaijan,0
2021,Sweden,Albania,0
2021,Sweden,San Marino,0
2021,Sweden,Netherlands,0
2021,Sweden,Spain,0
2021,Sweden,Germany,0
2021,Sweden,United Kingdom,0
2022,Sweden,Ukraine,12
2022,Sweden,United Kingdom,14
2022,Sweden,Spain,14
2022,Sweden,Sweden,0
2022,Sweden,Serbia,12
2022,Sweden,Italy,0
2022,Sweden,Moldova,0
2022,Sweden,Greece,0
2022,Sweden,Portugal,0
2022,Sweden,Norway,13
2022,Sweden,Netherlands,1
2022,Sweden,Poland,5
2022,Sweden,Estonia,10
2022,Sweden,Lithuania,3
2022,Sweden,Australia,10
2022,Sweden,Azerbaijan,7
2022,Sweden,Switzerland,0
2022,Sweden,Romania,0
2022,Sweden,Belgium,1
2022,Sweden,Armenia,2
2022,Sweden,Finland,7
2022,Sweden,Czech Republic,5
2022,Sweden,Iceland,0
2022,Sweden,France,0
2022,Sweden,Germany,0
2023,Sweden,Sweden,0
2023,Sweden,Finland,24
2023,Sweden,Israel,5
2023,Sweden,Italy,13
2023,Sweden,Norway,18
2023,Sweden,Ukraine,4
2023,Sweden,Belgium,7
2023,Sweden,Estonia,2
2023,Sweden,Australia,1
2023,Sweden,Czech Republic,6
2023,Sweden,Lithuania,0
2023,Sweden,Cyprus,1
2023,Sweden,Croatia,5
2023,Sweden,Armenia,0
2023,Sweden,Austria,0
2023,Sweden,France,12
2023,Sweden,Spain,0
2023,Sweden,Moldova,0
2023,Sweden,Poland,0
2023,Sweden,Switzerland,14
2023,Sweden,Slovenia,0
2023,Sweden,Albania,0
2023,Sweden,Portugal,0
2023,Sweden,Serbia,0
2023,Sweden,United Kingdom,4
2023,Sweden,Germany,0
2009,Slovenia,Norway,12
2009,Slovenia,Iceland,5
2009,Slovenia,Azerbaijan,1
2009,Slovenia,Turkey,0
2009,Slovenia,United Kingdom,3
2009,Slovenia,Estonia,0
2009,Slovenia,Greece,4
2009,Slovenia,France,7
2009,Slovenia,Bosnia and Herzegovina,10
2009,Slovenia,Armenia,0
2009,Slovenia,Russia,0
2009,Slovenia,Ukraine,0
2009,Slovenia,Denmark,8
2009,Slovenia,Moldova,0
2009,Slovenia,Portugal,0
2009,Slovenia,Israel,0
2009,Slovenia,Albania,2
2009,Slovenia,Croatia,6
2009,Slovenia,Romania,0
2009,Slovenia,Germany,0
2009,Slovenia,Sweden,0
2009,Slovenia,Malta,0
2009,Slovenia,Lithuania,0
2009,Slovenia,Spain,0
2009,Slovenia,Finland,0
2010,Slovenia,Germany,10
2010,Slovenia,Turkey,2
2010,Slovenia,Romania,7
2010,Slovenia,Denmark,12
2010,Slovenia,Azerbaijan,0
2010,Slovenia,Belgium,0
2010,Slovenia,Armenia,0
2010,Slovenia,Greece,0
2010,Slovenia,Georgia,1
2010,Slovenia,Ukraine,0
2010,Slovenia,Russia,0
2010,Slovenia,France,3
2010,Slovenia,Serbia,8
2010,Slovenia,Israel,6
2010,Slovenia,Spain,5
2010,Slovenia,Albania,0
2010,Slovenia,Bosnia and Herzegovina,4
2010,Slovenia,Portugal,0
2010,Slovenia,Iceland,0
2010,Slovenia,Norway,0
2010,Slovenia,Cyprus,0
2010,Slovenia,Moldova,0
2010,Slovenia,Republic of Ireland,0
2010,Slovenia,Belarus,0
2010,Slovenia,United Kingdom,0
2011,Slovenia,Azerbaijan,0
2011,Slovenia,Italy,3
2011,Slovenia,Sweden,4
2011,Slovenia,Ukraine,6
2011,Slovenia,Denmark,8
2011,Slovenia,Bosnia and Herzegovina,12
2011,Slovenia,Greece,0
2011,Slovenia,Republic of Ireland,0
2011,Slovenia,Georgia,0
2011,Slovenia,Germany,7
2011,Slovenia,United Kingdom,1
2011,Slovenia,Moldova,0
2011,Slovenia,Slovenia,0
2011,Slovenia,Serbia,10
2011,Slovenia,France,0
2011,Slovenia,Russia,0
2011,Slovenia,Romania,0
2011,Slovenia,Austria,5
2011,Slovenia,Lithuania,0
2011,Slovenia,Iceland,0
2011,Slovenia,Finland,0
2011,Slovenia,Hungary,0
2011,Slovenia,Spain,2
2011,Slovenia,Estonia,0
2011,Slovenia,Switzerland,0
2012,Slovenia,Sweden,10
2012,Slovenia,Russia,8
2012,Slovenia,Serbia,12
2012,Slovenia,Azerbaijan,0
2012,Slovenia,Albania,3
2012,Slovenia,Estonia,0
2012,Slovenia,Turkey,0
2012,Slovenia,Germany,2
2012,Slovenia,Italy,5
2012,Slovenia,Spain,0
2012,Slovenia,Moldova,1
2012,Slovenia,Romania,0
2012,Slovenia,North Macedonia,6
2012,Slovenia,Lithuania,0
2012,Slovenia,Ukraine,0
2012,Slovenia,Cyprus,0
2012,Slovenia,Greece,0
2012,Slovenia,Bosnia and Herzegovina,7
2012,Slovenia,Republic of Ireland,0
2012,Slovenia,Iceland,4
2012,Slovenia,Malta,0
2012,Slovenia,France,0
2012,Slovenia,Denmark,0
2012,Slovenia,Hungary,0
2012,Slovenia,United Kingdom,0
2012,Slovenia,Norway,0
2013,Slovenia,Denmark,12
2013,Slovenia,Azerbaijan,3
2013,Slovenia,Ukraine,0
2013,Slovenia,Norway,5
2013,Slovenia,Russia,10
2013,Slovenia,Greece,0
2013,Slovenia,Italy,8
2013,Slovenia,Malta,0
2013,Slovenia,Netherlands,7
2013,Slovenia,Hungary,0
2013,Slovenia,Moldova,0
2013,Slovenia,Belgium,2
2013,Slovenia,Romania,0
2013,Slovenia,Sweden,6
2013,Slovenia,Georgia,0
2013,Slovenia,Belarus,0
2013,Slovenia,Iceland,4
2013,Slovenia,Armenia,0
2013,Slovenia,United Kingdom,1
2013,Slovenia,Estonia,0
2013,Slovenia,Germany,0
2013,Slovenia,Lithuania,0
2013,Slovenia,France,0
2013,Slovenia,Finland,0
2013,Slovenia,Spain,0
2013,Slovenia,Republic of Ireland,0
2014,Slovenia,Austria,12
2014,Slovenia,Netherlands,10
2014,Slovenia,Sweden,8
2014,Slovenia,Armenia,0
2014,Slovenia,Hungary,0
2014,Slovenia,Ukraine,0
2014,Slovenia,Russia,0
2014,Slovenia,Norway,5
2014,Slovenia,Denmark,6
2014,Slovenia,Spain,4
2014,Slovenia,Finland,0
2014,Slovenia,Romania,0
2014,Slovenia,Switzerland,3
2014,Slovenia,Poland,1
2014,Slovenia,Iceland,0
2014,Slovenia,Belarus,0
2014,Slovenia,United Kingdom,0
2014,Slovenia,Germany,2
2014,Slovenia,Montenegro,7
2014,Slovenia,Greece,0
2014,Slovenia,Italy,0
2014,Slovenia,Azerbaijan,0
2014,Slovenia,Malta,0
2014,Slovenia,San Marino,0
2014,Slovenia,Slovenia,0
2014,Slovenia,France,0
2015,Slovenia,Sweden,12
2015,Slovenia,Russia,5
2015,Slovenia,Italy,8
2015,Slovenia,Belgium,3
2015,Slovenia,Australia,2
2015,Slovenia,Latvia,7
2015,Slovenia,Estonia,0
2015,Slovenia,Norway,4
2015,Slovenia,Israel,0
2015,Slovenia,Serbia,6
2015,Slovenia,Georgia,0
2015,Slovenia,Azerbaijan,0
2015,Slovenia,Montenegro,10
2015,Slovenia,Slovenia,0
2015,Slovenia,Romania,0
2015,Slovenia,Armenia,0
2015,Slovenia,Albania,0
2015,Slovenia,Lithuania,0
2015,Slovenia,Greece,0
2015,Slovenia,Hungary,0
2015,Slovenia,Spain,0
2015,Slovenia,Cyprus,1
2015,Slovenia,Poland,0
2015,Slovenia,United Kingdom,0
2015,Slovenia,France,0
2015,Slovenia,Austria,0
2015,Slovenia,Germany,0
2016,Slovenia,Ukraine,19
2016,Slovenia,Australia,9
2016,Slovenia,Russia,10
2016,Slovenia,Bulgaria,12
2016,Slovenia,Sweden,5
2016,Slovenia,France,0
2016,Slovenia,Armenia,4
2016,Slovenia,Poland,4
2016,Slovenia,Lithuania,0
2016,Slovenia,Belgium,8
2016,Slovenia,Netherlands,1
2016,Slovenia,Malta,0
2016,Slovenia,Austria,6
2016,Slovenia,Israel,2
2016,Slovenia,Latvia,7
2016,Slovenia,Italy,1
2016,Slovenia,Azerbaijan,0
2016,Slovenia,Serbia,17
2016,Slovenia,Hungary,3
2016,Slovenia,Georgia,0
2016,Slovenia,Cyprus,0
2016,Slovenia,Spain,0
2016,Slovenia,Croatia,8
2016,Slovenia,United Kingdom,0
2016,Slovenia,Czech Republic,0
2016,Slovenia,Germany,0
2017,Slovenia,Portugal,20
2017,Slovenia,Bulgaria,15
2017,Slovenia,Moldova,3
2017,Slovenia,Belgium,11
2017,Slovenia,Sweden,7
2017,Slovenia,Italy,12
2017,Slovenia,Romania,2
2017,Slovenia,Hungary,5
2017,Slovenia,Australia,7
2017,Slovenia,Norway,0
2017,Slovenia,Netherlands,1
2017,Slovenia,France,0
2017,Slovenia,Croatia,12
2017,Slovenia,Azerbaijan,4
2017,Slovenia,United Kingdom,10
2017,Slovenia,Austria,0
2017,Slovenia,Belarus,0
2017,Slovenia,Armenia,3
2017,Slovenia,Greece,0
2017,Slovenia,Denmark,0
2017,Slovenia,Cyprus,0
2017,Slovenia,Poland,4
2017,Slovenia,Israel,0
2017,Slovenia,Ukraine,0
2017,Slovenia,Germany,0
2017,Slovenia,Spain,0
2018,Slovenia,Israel,1
2018,Slovenia,Cyprus,14
2018,Slovenia,Austria,12
2018,Slovenia,Germany,4
2018,Slovenia,Italy,10
2018,Slovenia,Czech Republic,11
2018,Slovenia,Sweden,12
2018,Slovenia,Estonia,5
2018,Slovenia,Denmark,7
2018,Slovenia,Moldova,6
2018,Slovenia,Albania,5
2018,Slovenia,Lithuania,0
2018,Slovenia,France,2
2018,Slovenia,Bulgaria,0
2018,Slovenia,Norway,5
2018,Slovenia,Republic of Ireland,0
2018,Slovenia,Ukraine,0
2018,Slovenia,Netherlands,7
2018,Slovenia,Serbia,12
2018,Slovenia,Australia,0
2018,Slovenia,Hungary,3
2018,Slovenia,Slovenia,0
2018,Slovenia,Spain,0
2018,Slovenia,United Kingdom,0
2018,Slovenia,Finland,0
2018,Slovenia,Portugal,0
2019,Slovenia,Netherlands,11
2019,Slovenia,Italy,16
2019,Slovenia,Russia,0
2019,Slovenia,Switzerland,9
2019,Slovenia,Sweden,7
2019,Slovenia,Norway,6
2019,Slovenia,North Macedonia,14
2019,Slovenia,Azerbaijan,10
2019,Slovenia,Australia,2
2019,Slovenia,Iceland,7
2019,Slovenia,Czech Republic,12
2019,Slovenia,Denmark,7
2019,Slovenia,Cyprus,0
2019,Slovenia,Malta,1
2019,Slovenia,Slovenia,0
2019,Slovenia,France,3
2019,Slovenia,Albania,0
2019,Slovenia,Serbia,10
2019,Slovenia,San Marino,0
2019,Slovenia,Estonia,1
2019,Slovenia,Greece,0
2019,Slovenia,Spain,0
2019,Slovenia,Israel,0
2019,Slovenia,Belarus,0
2019,Slovenia,Germany,0
2019,Slovenia,United Kingdom,0
2021,Slovenia,Italy,22
2021,Slovenia,France,8
2021,Slovenia,Switzerland,12
2021,Slovenia,Iceland,13
2021,Slovenia,Ukraine,7
2021,Slovenia,Finland,8
2021,Slovenia,Malta,5
2021,Slovenia,Lithuania,0
2021,Slovenia,Russia,9
2021,Slovenia,Greece,11
2021,Slovenia,Bulgaria,0
2021,Slovenia,Portugal,0
2021,Slovenia,Moldova,0
2021,Slovenia,Sweden,0
2021,Slovenia,Serbia,12
2021,Slovenia,Cyprus,0
2021,Slovenia,Israel,1
2021,Slovenia,Norway,2
2021,Slovenia,Belgium,6
2021,Slovenia,Azerbaijan,0
2021,Slovenia,Albania,0
2021,Slovenia,San Marino,0
2021,Slovenia,Netherlands,0
2021,Slovenia,Spain,0
2021,Slovenia,Germany,0
2021,Slovenia,United Kingdom,0
2022,Slovenia,Ukraine,18
2022,Slovenia,United Kingdom,2
2022,Slovenia,Spain,5
2022,Slovenia,Sweden,5
2022,Slovenia,Serbia,18
2022,Slovenia,Italy,18
2022,Slovenia,Moldova,7
2022,Slovenia,Greece,12
2022,Slovenia,Portugal,3
2022,Slovenia,Norway,3
2022,Slovenia,Netherlands,8
2022,Slovenia,Poland,0
2022,Slovenia,Estonia,0
2022,Slovenia,Lithuania,12
2022,Slovenia,Australia,0
2022,Slovenia,Azerbaijan,0
2022,Slovenia,Switzerland,5
2022,Slovenia,Romania,0
2022,Slovenia,Belgium,0
2022,Slovenia,Armenia,0
2022,Slovenia,Finland,0
2022,Slovenia,Czech Republic,0
2022,Slovenia,Iceland,0
2022,Slovenia,France,0
2022,Slovenia,Germany,0
2023,Slovenia,Sweden,11
2023,Slovenia,Finland,10
2023,Slovenia,Israel,0
2023,Slovenia,Italy,20
2023,Slovenia,Norway,5
2023,Slovenia,Ukraine,0
2023,Slovenia,Belgium,7
2023,Slovenia,Estonia,10
2023,Slovenia,Australia,4
2023,Slovenia,Czech Republic,6
2023,Slovenia,Lithuania,8
2023,Slovenia,Cyprus,0
2023,Slovenia,Croatia,12
2023,Slovenia,Armenia,0
2023,Slovenia,Austria,3
2023,Slovenia,France,3
2023,Slovenia,Spain,2
2023,Slovenia,Moldova,0
2023,Slovenia,Poland,1
2023,Slovenia,Switzerland,1
2023,Slovenia,Slovenia,0
2023,Slovenia,Albania,7
2023,Slovenia,Portugal,0
2023,Slovenia,Serbia,6
2023,Slovenia,United Kingdom,0
2023,Slovenia,Germany,0
2009,Slovakia,Norway,10
2009,Slovakia,Iceland,6
2009,Slovakia,Azerbaijan,4
2009,Slovakia,Turkey,0
2009,Slovakia,United Kingdom,7
2009,Slovakia,Estonia,12
2009,Slovakia,Greece,0
2009,Slovakia,France,0
2009,Slovakia,Bosnia and Herzegovina,8
2009,Slovakia,Armenia,3
2009,Slovakia,Russia,0
2009,Slovakia,Ukraine,1
2009,Slovakia,Denmark,0
2009,Slovakia,Moldova,0
2009,Slovakia,Portugal,2
2009,Slovakia,Israel,5
2009,Slovakia,Albania,0
2009,Slovakia,Croatia,0
2009,Slovakia,Romania,0
2009,Slovakia,Germany,0
2009,Slovakia,Sweden,0
2009,Slovakia,Malta,0
2009,Slovakia,Lithuania,0
2009,Slovakia,Spain,0
2009,Slovakia,Finland,0
2010,Slovakia,Germany,12
2010,Slovakia,Turkey,0
2010,Slovakia,Romania,1
2010,Slovakia,Denmark,7
2010,Slovakia,Azerbaijan,0
2010,Slovakia,Belgium,10
2010,Slovakia,Armenia,4
2010,Slovakia,Greece,5
2010,Slovakia,Georgia,0
2010,Slovakia,Ukraine,0
2010,Slovakia,Russia,6
2010,Slovakia,France,0
2010,Slovakia,Serbia,0
2010,Slovakia,Israel,8
2010,Slovakia,Spain,0
2010,Slovakia,Albania,0
2010,Slovakia,Bosnia and Herzegovina,0
2010,Slovakia,Portugal,0
2010,Slovakia,Iceland,0
2010,Slovakia,Norway,3
2010,Slovakia,Cyprus,2
2010,Slovakia,Moldova,0
2010,Slovakia,Republic of Ireland,0
2010,Slovakia,Belarus,0
2010,Slovakia,United Kingdom,0
2011,Slovakia,Azerbaijan,7
2011,Slovakia,Italy,0
2011,Slovakia,Sweden,10
2011,Slovakia,Ukraine,12
2011,Slovakia,Denmark,6
2011,Slovakia,Bosnia and Herzegovina,0
2011,Slovakia,Greece,0
2011,Slovakia,Republic of Ireland,8
2011,Slovakia,Georgia,0
2011,Slovakia,Germany,0
2011,Slovakia,United Kingdom,0
2011,Slovakia,Moldova,5
2011,Slovakia,Slovenia,1
2011,Slovakia,Serbia,0
2011,Slovakia,France,0
2011,Slovakia,Russia,0
2011,Slovakia,Romania,0
2011,Slovakia,Austria,3
2011,Slovakia,Lithuania,0
2011,Slovakia,Iceland,0
2011,Slovakia,Finland,0
2011,Slovakia,Hungary,0
2011,Slovakia,Spain,2
2011,Slovakia,Estonia,0
2011,Slovakia,Switzerland,4
2012,Slovakia,Sweden,12
2012,Slovakia,Russia,3
2012,Slovakia,Serbia,7
2012,Slovakia,Azerbaijan,6
2012,Slovakia,Albania,0
2012,Slovakia,Estonia,10
2012,Slovakia,Turkey,0
2012,Slovakia,Germany,0
2012,Slovakia,Italy,5
2012,Slovakia,Spain,0
2012,Slovakia,Moldova,0
2012,Slovakia,Romania,0
2012,Slovakia,North Macedonia,1
2012,Slovakia,Lithuania,0
2012,Slovakia,Ukraine,0
2012,Slovakia,Cyprus,0
2012,Slovakia,Greece,0
2012,Slovakia,Bosnia and Herzegovina,2
2012,Slovakia,Republic of Ireland,0
2012,Slovakia,Iceland,4
2012,Slovakia,Malta,0
2012,Slovakia,France,0
2012,Slovakia,Denmark,0
2012,Slovakia,Hungary,8
2012,Slovakia,United Kingdom,0
2012,Slovakia,Norway,0
2011,San Marino,Azerbaijan,10
2011,San Marino,Italy,12
2011,San Marino,Sweden,6
2011,San Marino,Ukraine,0
2011,San Marino,Denmark,4
2011,San Marino,Bosnia and Herzegovina,0
2011,San Marino,Greece,8
2011,San Marino,Republic of Ireland,0
2011,San Marino,Georgia,7
2011,San Marino,Germany,0
2011,San Marino,United Kingdom,2
2011,San Marino,Moldova,0
2011,San Marino,Slovenia,1
2011,San Marino,Serbia,5
2011,San Marino,France,3
2011,San Marino,Russia,0
2011,San Marino,Romania,0
2011,San Marino,Austria,0
2011,San Marino,Lithuania,0
2011,San Marino,Iceland,0
2011,San Marino,Finland,0
2011,San Marino,Hungary,0
2011,San Marino,Spain,0
2011,San Marino,Estonia,0
2011,San Marino,Switzerland,0
2012,San Marino,Sweden,3
2012,San Marino,Russia,10
2012,San Marino,Serbia,6
2012,San Marino,Azerbaijan,4
2012,San Marino,Albania,12
2012,San Marino,Estonia,0
2012,San Marino,Turkey,5
2012,San Marino,Germany,0
2012,San Marino,Italy,7
2012,San Marino,Spain,1
2012,San Marino,Moldova,8
2012,San Marino,Romania,0
2012,San Marino,North Macedonia,0
2012,San Marino,Lithuania,0
2012,San Marino,Ukraine,0
2012,San Marino,Cyprus,0
2012,San Marino,Greece,0
2012,San Marino,Bosnia and Herzegovina,0
2012,San Marino,Republic of Ireland,0
2012,San Marino,Iceland,0
2012,San Marino,Malta,2
2012,San Marino,France,0
2012,San Marino,Denmark,0
2012,San Marino,Hungary,0
2012,San Marino,United Kingdom,0
2012,San Marino,Norway,0
2013,San Marino,Denmark,0
2013,San Marino,Azerbaijan,2
2013,San Marino,Ukraine,0
2013,San Marino,Norway,7
2013,San Marino,Russia,0
2013,San Marino,Greece,12
2013,San Marino,Italy,4
2013,San Marino,Malta,10
2013,San Marino,Netherlands,0
2013,San Marino,Hungary,6
2013,San Marino,Moldova,0
2013,San Marino,Belgium,5
2013,San Marino,Romania,0
2013,San Marino,Sweden,0
2013,San Marino,Georgia,0
2013,San Marino,Belarus,0
2013,San Marino,Iceland,0
2013,San Marino,Armenia,1
2013,San Marino,United Kingdom,0
2013,San Marino,Estonia,0
2013,San Marino,Germany,0
2013,San Marino,Lithuania,0
2013,San Marino,France,8
2013,San Marino,Finland,3
2013,San Marino,Spain,0
2013,San Marino,Republic of Ireland,0
